Density,Mach,Pressure,Temperature,x,Points:0,Points:1,Points:2,z,Gamma,1-gamma-1/M2
13.011,1.4762,221630,362.76,7.7283,50.234,0,0,0.885977324429637,6.6116755688503,-6.07056662996631
12.942,1.4813,220190,362.19,7.7395,50.307,0,0,0.886306370762376,6.61187781046448,-6.0676144591045
12.873,1.4863,218740,361.62,7.7508,50.38,0,0,0.886584485174603,6.61209980782456,-6.06477536458347
12.805,1.4913,217300,361.05,7.762,50.453,0,0,0.886822951908078,6.61233951405168,-6.06198471678319
12.736,1.4964,215860,360.49,7.7733,50.526,0,0,0.887094794593696,6.6125955451036,-6.05918102753132
12.667,1.5014,214410,359.92,7.7845,50.599,0,0,0.887338686623309,6.61287295071841,-6.056488925571
12.599,1.5064,212970,359.35,7.7958,50.672,0,0,0.88754184140968,6.61316779440518,-6.05384378149824
12.53,1.5114,211530,358.78,7.807,50.745,0,0,0.88780339871119,6.6134809415825,-6.05124607074974
12.461,1.5165,210080,358.21,7.8182,50.819,0,0,0.88801077897546,6.61381323659691,-6.04863890248622
12.392,1.5216,208640,357.61,7.8295,50.892,0,0,0.888322464632476,6.61417452091651,-6.0460902308726
12.323,1.5267,207190,356.99,7.8407,50.965,0,0,0.888628875920626,6.61456538108032,-6.04360024882554
12.253,1.5319,205750,356.38,7.852,51.038,0,0,0.889013216140123,6.61497198556824,-6.04109909849343
12.184,1.537,204310,355.77,7.8632,51.111,0,0,0.889312793580147,6.61539910424396,-6.0387029996134
12.114,1.5422,202860,355.16,7.8745,51.184,0,0,0.889629006895757,6.61584753402644,-6.03630164431098
12.045,1.5473,201420,354.55,7.8857,51.257,0,0,0.889902502360043,6.61631533320294,-6.03400232391014
11.975,1.5525,199970,353.94,7.897,51.33,0,0,0.890192248694954,6.61680420600295,-6.03169785061024
11.906,1.5576,198530,353.32,7.9082,51.403,0,0,0.890463603589588,6.61731861451827,-6.02949976107564
11.837,1.5627,197080,352.71,7.9195,51.477,0,0,0.890650392179916,6.61784781871657,-6.0273429812458
11.767,1.5679,195640,352.1,7.9307,51.55,0,0,0.89094317647804,6.61839596260183,-6.02517941677107
11.698,1.573,194200,351.49,7.942,51.623,0,0,0.891145801298556,6.61896383052149,-6.02311380411028
11.628,1.5782,192750,350.88,7.9532,51.696,0,0,0.891363568314539,6.61955218691936,-6.02104328631939
11.569,1.5824,191530,350.34,7.9644,51.769,0,0,0.891610947706875,6.62008375952311,-6.01944641506369
11.52,1.5858,190520,349.88,7.9757,51.842,0,0,0.891852648371325,6.62054608019062,-6.01819808191273
11.471,1.5891,189510,349.43,7.9869,51.915,0,0,0.89206149536947,6.62101093314778,-6.0170130839305
11.422,1.5925,188500,348.97,7.9982,51.988,0,0,0.892288376555779,6.62149504886514,-6.01580806932752
11.373,1.5958,187490,348.51,8.0094,52.061,0,0,0.892507668408488,6.62199011545916,-6.01467400001569
11.324,1.5992,186480,348.05,8.0207,52.134,0,0,0.892719234401763,6.62249608573555,-6.01351200389973
11.275,1.6025,185470,347.6,8.0319,52.208,0,0,0.892897247202649,6.62300342600522,-6.01241057795432
11.226,1.6059,184460,347.14,8.0432,52.281,0,0,0.893092901863336,6.62353082026132,-6.0112908176534
11.177,1.6092,183450,346.68,8.0544,52.354,0,0,0.893280405532932,6.62406897837672,-6.01024024106839
11.128,1.6126,182440,346.22,8.0657,52.427,0,0,0.893459611037418,6.62461785359056,-6.00916242875948
11.079,1.616,181430,345.76,8.0769,52.5,0,0,0.893630368387972,6.62517739923824,-6.00810554353782
11.03,1.6193,180420,345.31,8.0882,52.573,0,0,0.893766640945207,6.62573688691452,-6.00710586953217
10.983,1.6224,179450,344.87,8.0994,52.646,0,0,0.893904641748635,6.62629226209623,-6.00620523588722
10.953,1.6233,178850,344.57,8.1106,52.719,0,0,0.894133824610981,6.62667138469985,-6.00616320788251
10.923,1.6242,178240,344.28,8.1219,52.792,0,0,0.894284237346855,6.62704461312132,-6.00611598560427
10.894,1.6251,177630,343.99,8.1331,52.865,0,0,0.894349477735335,6.62742201589179,-6.00607363603359
10.864,1.626,177020,343.69,8.1444,52.938,0,0,0.894519502903407,6.62781508870647,-6.00604765331994
10.834,1.6269,176410,343.4,8.1556,53.012,0,0,0.894660386663648,6.62820095249126,-6.00601515684773
10.804,1.6279,175800,343.11,8.1669,53.085,0,0,0.894798092875108,6.6285909552145,-6.00594112841313
10.775,1.6288,175190,342.81,8.1781,53.158,0,0,0.894875631895613,6.62899703850898,-6.00593031420269
10.745,1.6297,174580,342.52,8.1894,53.231,0,0,0.895006654521611,6.62939543024065,-6.00591249893223
10.715,1.6306,173970,342.23,8.2006,53.304,0,0,0.895134387287845,6.62979792559864,-6.00589947626684
10.686,1.6315,173360,341.93,8.2119,53.377,0,0,0.895201193621448,6.63021690825392,-6.00590362835764
10.656,1.6324,172750,341.64,8.2231,53.45,0,0,0.895322010812663,6.63062772080306,-6.00590029628554
10.626,1.6333,172140,341.35,8.2344,53.523,0,0,0.895439421688705,6.63104260175215,-6.00590171704513
10.611,1.6337,171820,341.18,8.2456,53.596,0,0,0.895484278719826,6.6312846805063,-6.00596025501481
10.605,1.6338,171690,341.09,8.2568,53.669,0,0,0.895549243022684,6.63141024891785,-6.00603995929267
10.6,1.6339,171550,340.99,8.2681,53.743,0,0,0.895503617610152,6.63154987928632,-6.00613373394829
10.594,1.634,171410,340.9,8.2793,53.816,0,0,0.895515929442682,6.63167708589618,-6.00621509326409
10.588,1.6342,171280,340.81,8.2906,53.889,0,0,0.895580281215517,6.63180388824491,-6.00625022627281
10.582,1.6343,171140,340.72,8.3018,53.962,0,0,0.895592140768836,6.63193188532594,-6.00633240130377
10.577,1.6344,171000,340.63,8.3131,54.035,0,0,0.895519076913674,6.63206027679093,-6.00641497912923
10.571,1.6345,170870,340.54,8.3243,54.108,0,0,0.895582802288538,6.63218826477689,-6.00649716188415
10.565,1.6346,170730,340.45,8.3356,54.181,0,0,0.895593908125964,6.6323174445497,-6.00658054483234
10.559,1.6347,170590,340.35,8.3468,54.254,0,0,0.895631077556155,6.63246020036806,-6.00667751223047
10.553,1.6348,170460,340.26,8.3581,54.327,0,0,0.895694234471291,6.63258941540737,-6.00676094725185
10.548,1.6349,170320,340.17,8.3693,54.401,0,0,0.895619720549833,6.63271981918664,-6.00684557941346
10.542,1.635,170200,340.09,8.3806,54.474,0,0,0.895708740438311,6.63283570983471,-6.00691570684207
10.551,1.6342,170370,340.17,8.3918,54.547,0,0,0.895627913988167,6.63271584437422,-6.00716218240212
10.56,1.6335,170550,340.26,8.403,54.62,0,0,0.895573095702519,6.63258225521556,-6.00734958326224
10.568,1.6327,170730,340.35,8.4143,54.693,0,0,0.895602735038246,6.63244905367277,-6.00758373311863
10.577,1.632,170900,340.43,8.4255,54.766,0,0,0.895521184432554,6.63233018125438,-6.00778673642547
10.586,1.6312,171080,340.52,8.4368,54.839,0,0,0.895465498678055,6.63219771220841,-6.00802263287628
10.594,1.6304,171250,340.61,8.448,54.912,0,0,0.895441766794875,6.63206642974927,-6.00826025829253
10.603,1.6297,171430,340.69,8.4593,54.985,0,0,0.89541178871732,6.63194775497519,-6.00846482366676
10.611,1.6289,171610,340.78,8.4705,55.058,0,0,0.895439624422819,6.63181640894121,-6.00870340534146
10.62,1.6281,171780,340.87,8.4818,55.132,0,0,0.895330607581701,6.63168625228528,-6.00894372184265
10.629,1.6274,171960,340.95,8.493,55.205,0,0,0.895299753686903,6.63156857390602,-6.00915065575739
10.637,1.6266,172130,341.04,8.5043,55.278,0,0,0.895274511466357,6.6314391547099,-6.00939273532798
10.646,1.6259,172310,341.13,8.5155,55.351,0,0,0.895216826797599,6.63130932584154,-6.00958841781784
10.663,1.6245,172670,341.31,8.5268,55.424,0,0,0.89518458978654,6.63105084139387,-6.00998221891079
10.694,1.6221,173310,341.62,8.538,55.497,0,0,0.895085011013706,6.63060773798556,-6.01066125111644
10.726,1.6197,173960,341.93,8.5492,55.57,0,0,0.894949501546809,6.63016847998134,-6.01134912061403
10.757,1.6173,174600,342.25,8.5605,55.643,0,0,0.894816006847464,6.629722449338,-6.0120352390133
10.788,1.615,175240,342.56,8.5717,55.716,0,0,0.894704840953363,6.62929349966627,-6.01269600520164
10.819,1.6126,175890,342.88,8.583,55.789,0,0,0.894614647966576,6.62885650467863,-6.01340107984755
10.85,1.6102,176530,343.19,8.5942,55.862,0,0,0.894495764926371,6.62843711500692,-6.01412887037202
10.881,1.6078,177170,343.5,8.6055,55.936,0,0,0.894373172867531,6.62802244990833,-6.01486652656962
10.912,1.6055,177810,343.82,8.6167,56.009,0,0,0.894220906073171,6.62760107339028,-6.01555431067092
10.943,1.6031,178460,344.13,8.628,56.082,0,0,0.894141156142463,6.62719523560795,-6.01631095150493
10.974,1.6007,179100,344.45,8.6392,56.155,0,0,0.89398158167034,6.62678385814878,-6.01706728544721
11.005,1.5983,179740,344.76,8.6505,56.228,0,0,0.893844451911416,6.62638855020846,-6.01784495314712
11.037,1.596,180390,345.08,8.6617,56.301,0,0,0.893646496448671,6.6259864055101,-6.01857187921944
11.085,1.5925,181390,345.55,8.673,56.374,0,0,0.893492428135017,6.62540128884401,-6.01971430930639
11.142,1.5884,182590,346.11,8.6842,56.447,0,0,0.893354475672991,6.62471789845845,-6.02106915851618
11.199,1.5844,183790,346.67,8.6954,56.52,0,0,0.893203678667209,6.62405032890599,-6.02240538384999
11.257,1.5803,184990,347.23,8.7067,56.593,0,0,0.8929609688436,6.62339866470652,-6.02382342087257
11.314,1.5763,186180,347.79,8.7179,56.667,0,0,0.892737733123056,6.62276384093531,-6.02522340170809
11.371,1.5722,187380,348.34,8.7292,56.74,0,0,0.892576314096615,6.62215333764402,-6.0267147121209
11.428,1.5681,188580,348.9,8.7404,56.813,0,0,0.892377395196436,6.62154960450128,-6.02822930061605
11.486,1.5641,189780,349.46,8.7517,56.886,0,0,0.892089213403128,6.62096211552069,-6.0297245414539
11.543,1.56,190980,350.02,8.7629,56.959,0,0,0.89186775654381,6.62039095644119,-6.03130482889353
11.6,1.556,192180,350.58,8.7742,57.032,0,0,0.891635175956951,6.61983621328961,-6.03286546897784
11.657,1.5519,193380,351.14,8.7854,57.105,0,0,0.891391698141949,6.61929797239605,-6.03451249374665
11.715,1.5478,194570,351.7,8.7967,57.178,0,0,0.891015682615589,6.61877720213385,-6.03619437792564
11.772,1.5438,195770,352.26,8.8079,57.251,0,0,0.890751755704971,6.61827223071433,-6.03785527224863
11.837,1.5396,197140,352.86,8.8192,57.325,0,0,0.890542817380739,6.61774228059195,-6.03961767399076
11.904,1.5353,198550,353.46,8.8304,57.398,0,0,0.890350138262197,6.61722800946089,-6.0414698518492
11.97,1.5311,199960,354.07,8.8416,57.471,0,0,0.890192594552358,6.61672710390803,-6.04329963614082
12.037,1.5268,201370,354.68,8.8529,57.544,0,0,0.889946583506574,6.61624631624509,-6.04522498529793
12.103,1.5226,202780,355.29,8.8641,57.617,0,0,0.889760725456637,6.61578575971438,-6.04713431628148
12.17,1.5183,204180,355.89,8.8754,57.69,0,0,0.889469307181549,6.61535139639399,-6.04914667007215
12.237,1.5141,205590,356.5,8.8866,57.763,0,0,0.889183965850145,6.61493130073515,-6.05113654351998
12.303,1.5098,207000,357.11,8.8979,57.836,0,0,0.888958404233644,6.61453177763615,-6.05322523551117
12.37,1.5055,208410,357.72,8.9091,57.909,0,0,0.888647988717775,6.61415294287341,-6.05535596674657
12.436,1.5013,209820,358.32,8.9204,57.982,0,0,0.888421889201603,6.61379844103955,-6.05747351543909
12.503,1.497,211230,358.93,8.9316,58.056,0,0,0.888087463163012,6.61346097596823,-6.05968854578165
12.57,1.4928,212630,359.54,8.9429,58.129,0,0,0.887699914013887,6.61314550044011,-6.0618875293457
12.636,1.4885,214040,360.14,8.9541,58.202,0,0,0.887438151236914,6.61285269230458,-6.06419113080221
12.683,1.4864,215020,360.53,8.9654,58.275,0,0,0.887236881965201,6.61266727982652,-6.06528192965197
12.727,1.4845,215950,360.9,8.9766,58.348,0,0,0.887083318803467,6.61249936288233,-6.06627335008432
12.771,1.4826,216880,361.26,8.9878,58.421,0,0,0.886949416785401,6.61234106361917,-6.06727884823848
12.816,1.4806,217820,361.63,8.9991,58.494,0,0,0.88675762998589,6.6121876351182,-6.0683553131603
12.86,1.4787,218750,361.99,9.0103,58.567,0,0,0.886614133753134,6.61204440690754,-6.0693851091155
12.904,1.4768,219680,362.36,9.0216,58.64,0,0,0.886441428480748,6.61190751049215,-6.07042576729524
12.948,1.4749,220620,362.72,9.0328,58.713,0,0,0.886328709836539,6.61177847500018,-6.07147884018753
12.993,1.473,221550,363.09,9.0441,58.786,0,0,0.886078417246182,6.61165724316238,-6.07254429403371
13.037,1.4711,222480,363.45,9.0553,58.86,0,0,0.885916453360967,6.61154446425516,-6.07362280177271
13.081,1.4691,223410,363.82,9.0666,58.933,0,0,0.885725654182341,6.6114390062097,-6.07477632642167
13.126,1.4672,224350,364.18,9.0778,59.006,0,0,0.885526806842668,6.61134060982114,-6.07587873554285
13.17,1.4653,225280,364.55,9.0891,59.079,0,0,0.885327369257602,6.61125102827601,-6.07699463365473
13.214,1.4634,226210,364.91,9.1003,59.152,0,0,0.885147939521538,6.61116911016346,-6.07812289363688
13.222,1.463,226370,364.96,9.1116,59.225,0,0,0.885116792900402,6.61115523698311,-6.07836439577769
13.227,1.4628,226450,364.97,9.1228,59.298,0,0,0.885070639924892,6.61114765066425,-6.07848457568748
13.231,1.4626,226530,364.98,9.134,59.371,0,0,0.88509139625009,6.61114006915558,-6.07860481282438
13.236,1.4625,226610,365,9.1453,59.444,0,0,0.885021004847405,6.61113297139892,-6.0786616440558
13.24,1.4623,226690,365.01,9.1565,59.518,0,0,0.885041723253858,6.61112540511988,-6.07878197510147
13.245,1.4621,226770,365.02,9.1678,59.591,0,0,0.884995590985684,6.61111784365216,-6.07890236344709
13.25,1.4619,226850,365.04,9.179,59.664,0,0,0.884925235227834,6.61111078924119,-6.07902331136684
13.254,1.4617,226930,365.05,9.1903,59.737,0,0,0.884945906132355,6.61110324300696,-6.07914382000944
13.259,1.4615,227010,365.06,9.2015,59.81,0,0,0.884899804212506,6.61109570158526,-6.07926438603945
13.263,1.4613,227090,365.08,9.2128,59.883,0,0,0.884896198172063,6.61108869053215,-6.07938553504171
13.268,1.4611,227170,365.09,9.224,59.956,0,0,0.884850107557973,6.61108116434794,-6.07950622154533
13.272,1.4609,227240,365.1,9.2353,60.029,0,0,0.88483176469841,6.61107465035085,-6.07962797289737
13.277,1.4607,227320,365.12,9.2465,60.102,0,0,0.884761466459097,6.61106768287664,-6.07974932346242
13.266,1.4617,227100,365.03,9.2578,60.175,0,0,0.884856230531595,6.61108512090408,-6.07912569790656
13.252,1.463,226810,364.92,9.269,60.249,0,0,0.884926571128638,6.61110921147728,-6.07831837027186
13.238,1.4643,226520,364.81,9.2802,60.322,0,0,0.884996538637185,6.61113401671239,-6.07751397070578
13.224,1.4656,226220,364.7,9.2915,60.395,0,0,0.885027008996209,6.61116053904503,-6.07671349379417
13.21,1.4669,225930,364.59,9.3027,60.468,0,0,0.885096172069061,6.61118677028105,-6.07591492352791
13.196,1.4681,225640,364.48,9.314,60.541,0,0,0.885164956937417,6.61121371401316,-6.07518245595649
13.182,1.4694,225340,364.37,9.3252,60.614,0,0,0.8851940793216,6.61124236923165,-6.07439051426127
13.168,1.4707,225050,364.26,9.3365,60.687,0,0,0.885262049090475,6.61127073465035,-6.07360045786201
13.154,1.472,224760,364.15,9.3477,60.76,0,0,0.885329635467378,6.61129981040932,-6.0728132792184
13.14,1.4733,224460,364.04,9.359,60.833,0,0,0.885357392864869,6.61133059207515,-6.07202996625053
13.126,1.4746,224170,363.93,9.3702,60.906,0,0,0.88542415333086,6.61136108522673,-6.07124851692447
13.112,1.4758,223880,363.82,9.3815,60.979,0,0,0.885490525144749,6.61139228657297,-6.07053213654921
13.098,1.4771,223590,363.71,9.3927,61.053,0,0,0.885556506577788,6.6114241954003,-6.06975622038668
13.071,1.4793,223030,363.5,9.404,61.126,0,0,0.885674589967621,6.6114877047081,-6.06845748989789
13.037,1.4821,222310,363.22,9.4152,61.199,0,0,0.88580006835361,6.61157374366996,-6.06681853491726
13.003,1.4848,221590,362.94,9.4264,61.272,0,0,0.885922823805884,6.61166435191204,-6.06525498991739
12.968,1.4875,220880,362.67,9.4377,61.345,0,0,0.886126837420625,6.61175758415184,-6.06370306822783
12.934,1.4903,220160,362.39,9.4489,61.418,0,0,0.886244361976614,6.61185712923455,-6.06210596353019
12.9,1.493,219440,362.11,9.4602,61.491,0,0,0.886359076397524,6.61196120898788,-6.06058302035228
12.866,1.4958,218720,361.84,9.4714,61.564,0,0,0.886446451445816,6.6120683598373,-6.0590121856668
12.831,1.4985,218010,361.56,9.4827,61.637,0,0,0.88666519813338,6.61218033493218,-6.05751500337885
12.797,1.5012,217290,361.28,9.4939,61.71,0,0,0.886771608779716,6.6122977844133,-6.05603197017065
12.763,1.504,216570,361,9.5052,61.784,0,0,0.886875087786076,6.61241972284942,-6.05450324480506
12.728,1.5067,215860,360.73,9.5164,61.857,0,0,0.887061794477522,6.61254306030066,-6.05304357830944
12.694,1.5095,215140,360.45,9.5277,61.93,0,0,0.887159629454759,6.6126737787854,-6.05154162700866
12.66,1.5122,214420,360.17,9.5389,62.003,0,0,0.887254438379018,6.61280895245245,-6.05011102188303
12.622,1.5151,213640,359.86,9.5502,62.076,0,0,0.887452154787077,6.61296215561366,-6.04859177792439
12.579,1.5183,212740,359.5,9.5614,62.149,0,0,0.887622440728353,6.61314634499821,-6.04694161867637
12.536,1.5215,211850,359.14,9.5726,62.222,0,0,0.88783004314301,6.61333690559158,-6.04530939239995
12.493,1.5247,210950,358.77,9.5839,62.295,0,0,0.888016017792392,6.61353897798547,-6.04370014272666
12.45,1.528,210050,358.41,9.5951,62.368,0,0,0.888172549503236,6.61374526585079,-6.04205041099484
12.407,1.5312,209160,358.05,9.6064,62.442,0,0,0.888366766286683,6.61395786275736,-6.04047467939417
12.364,1.5344,208260,357.68,9.6176,62.515,0,0,0.8885386858866,6.61418252325302,-6.03892218841953
12.321,1.5376,207370,357.32,9.6289,62.588,0,0,0.888723727274847,6.61440976024119,-6.03738335802619
12.277,1.5408,206470,356.96,9.6401,62.661,0,0,0.88893351276474,6.61464510630653,-6.03586362881484
12.234,1.544,205570,356.59,9.6514,62.734,0,0,0.88909103310827,6.6148921314544,-6.03436647975905
12.191,1.5472,204680,356.23,9.6626,62.807,0,0,0.889261963410972,6.61514104211971,-6.03288202720242
12.148,1.5504,203780,355.87,9.6739,62.88,0,0,0.889384439261102,6.61539798110501,-6.03141632478488
12.105,1.5536,202880,355.5,9.6851,62.953,0,0,0.889526657755397,6.61566714984899,-6.02997348569989
12.062,1.5568,201990,355.14,9.6964,63.026,0,0,0.889682575776244,6.6159375201276,-6.02854239438412
12.025,1.5594,201220,354.81,9.7076,63.099,0,0,0.889844946695996,6.61618738188159,-6.02741752437991
11.987,1.562,200450,354.49,9.7188,63.173,0,0,0.890052649257942,6.61643744308317,-6.02629971296599
11.95,1.5646,199680,354.16,9.7301,63.246,0,0,0.890207572260397,6.61669895064822,-6.025200161503
11.913,1.5672,198910,353.84,9.7413,63.319,0,0,0.890333428340786,6.6169602579546,-6.02410717819107
11.875,1.5698,198140,353.51,9.7526,63.392,0,0,0.890555453007415,6.61723334207577,-6.02303269529978
11.838,1.5724,197370,353.19,9.7638,63.465,0,0,0.890673512502149,6.61750582866156,-6.02196429404519
11.801,1.575,196600,352.86,9.7751,63.538,0,0,0.890812707707601,6.61779042044599,-6.02091463309401
11.763,1.5776,195830,352.54,9.7863,63.611,0,0,0.890998262462573,6.6180740198256,-6.0198705711383
11.726,1.5803,195060,352.21,9.7976,63.684,0,0,0.891129412290379,6.61837005072428,-6.01879480689033
11.689,1.5829,194290,351.89,9.8088,63.757,0,0,0.891231021526392,6.61866469673427,-6.01777509402668
11.651,1.5855,193520,351.56,9.8201,63.83,0,0,0.891430168398896,6.61897209852349,-6.01677459773758
11.614,1.5881,192750,351.24,9.8313,63.903,0,0,0.89152335948776,6.61927772530534,-6.01577874496124
11.577,1.5907,191980,350.91,9.8426,63.977,0,0,0.891637529376421,6.61959643006926,-6.01480234675711
11.541,1.5927,191260,350.59,9.8538,64.05,0,0,0.891877723002544,6.61990860870691,-6.01412260530718
11.508,1.5943,190560,350.27,9.865,64.123,0,0,0.89197581472286,6.62022441972096,-6.01364756654913
11.475,1.5958,189870,349.95,9.8763,64.196,0,0,0.892116945480523,6.6205447301191,-6.01322861467563
11.442,1.5974,189180,349.63,9.8875,64.269,0,0,0.892254440314481,6.62087039648934,-6.01276802894011
11.408,1.5989,188480,349.31,9.8988,64.342,0,0,0.892419131972562,6.62120226514208,-6.01236492891929
11.375,1.6005,187790,348.98,9.91,64.415,0,0,0.892574856374479,6.62154733484745,-6.0119283086157
11.342,1.602,187100,348.66,9.9213,64.488,0,0,0.89270126281429,6.62188914150974,-6.01153940701743
11.309,1.6036,186400,348.34,9.9325,64.561,0,0,0.892775958865809,6.62223709431993,-6.01111019668919
11.275,1.6051,185710,348.02,9.9438,64.634,0,0,0.892973697933598,6.62258946545787,-6.01073608711448
11.242,1.6067,185020,347.7,9.955,64.708,0,0,0.893088578638483,6.62294709623317,-6.01032104673496
11.209,1.6083,184330,347.38,9.9663,64.781,0,0,0.893199504532636,6.62330997077217,-6.00991355502271
11.175,1.6098,183630,347.06,9.9775,64.854,0,0,0.893337716881137,6.6236789180151,-6.00956236908071
11.142,1.6114,182940,346.74,9.9888,64.927,0,0,0.893440645769827,6.62405223012043,-6.00916975466385
11.109,1.6129,182250,346.42,10,65,0,0,0.893539474236355,6.62443073853388,-6.00883227613849
